Alue;nro;nykyiset_kunnat;kuva_1_yleiskuva_sankarihautausmaasta;kuva_1_kuvaajan_nimi;kuva_2_yksittäinen_hauta_risteineen_muistolaattoineen;kuva_2_kuvaajan_nimi;kuva_3_muistomerkki;kuva_3_kuvaajan_nimi;kuva_4_yleiskuva;kuva_4_kuvaajan_nimi;kuva_5_muu_muistomerkki;kuva_5_kuvaajan_nimi;kuvaukset_toteuttanut_kameraseura;hautausmaan_nimi;arkkitehti;hautoja;perustettu;paljastettu;nimi;kuvanveistäjä;pituus_n;leveys_e;tarkka_katuosoite
1;230;Kouvola, vanha hautausmaa;230_kouvola_vanha_hautausmaa_01.jpg;Riitta Litmanen;230_kouvola_vanha_hautausmaa_02.jpg;Riitta Litmanen;230_kouvola_vanha_hautausmaa_03.jpg;Anna-Maija Issakainen;230_kouvola_vanha_hautausmaa_04.jpg;Anna-Maija Issakainen;ei_ole;ei_ole;Kouvolan kameraseura ry;Sankarihautausmaa;"ei_ole; Kouvolan kauppalan ja Kouvolan srk:n yhteinen hanke";149;ei_ole;1949;"Voittaneen työn nimi: Viheriöivä risti; ei_ole virallinen nimi";Tarja Salmio-Toiviainen ja Esko Toiviainen;60.52.22 ;26.40.36 ;Kasarminkatu 45, 45130 Kouvola
24;240;Kuhmo, vanha hautausmaa;240_kuhmo_vanha_hautausmaa_01.jpg;Arto Mäkeläinen;240_kuhmo_vanha_hautausmaa_02.jpg;Arto Mäkeläinen;240_kuhmo_vanha_hautausmaa_03.jpg;Arto Mäkeläinen;ei_ole;;ei_ole;;Kajaanin kamerakerho;Hankaniemen hautausmaa;ei_ole;280;1800 luvun alussa;1950;ei_ole;Kiviveistämö Veljekset Soininen, suunnittelija tuntematon;64.07.43.4;29.32.02.0;Kainuuntie 23 88900 Kuhmo
18;255;Kuortane;255_kuortane_01.jpg;Santtu Hakala;255_kuortane_02.jpg;Santtu Hakala;255_kuortane_03.jpg;Santtu Hakala;255_kuortane_04.jpg;Santtu Hakala;255_kuortane_05.jpg;Santtu Hakala;Seinäjoen Kamerakerho;;;215;;1948;;Iivari Honkola;62.807437;23.495051;Kirkkotie 23, 63100 Kuortane
18;256;Kurikka;256_kurikka_01.jpg;Anssi Leppänen;256_kurikka_02.jpg;Anssi Leppänen;256_kurikka_03.jpg;Anssi Leppänen;256_kurikka_04.jpg;Anssi Leppänen;256_kurikka_05.jpg;Anssi Leppänen;Seinäjoen Kamerakerho;Kurikan sankarihaudat;Henno Kamppuri;263;1922/1949;1949;Kaatuva sotilas ja lohduttava enkeli;Lauri Leppänen;62.617162;22.404525;Kurikantie 13, 61300 Kurikka
18;257;Kurikka / Jalasjärvi;257_kurikka_jalasjarvi_01.jpg;Kimmo Kujanpää;257_kurikka_jalasjarvi_02.jpg;Kimmo Kujanpää;257_kurikka_jalasjarvi_03.jpg;Kimmo Kujanpää;257_kurikka_jalasjarvi_04.jpg;Kimmo Kujanpää;257_kurikka_jalasjarvi_05.jpg;Kimmo Kujanpää;Seinäjoen Kamerakerho;;;;;;;;62.490736;22.759601;Keskustie 14, 61600 Jalasjärvi
18;258;Kurikka / Jurva;258_kurikka_jurva_01.jpg;Anssi Leppänen;258_kurikka_jurva_02.jpg;Anssi Leppänen;258_kurikka_jurva_03.jpg;Anssi Leppänen;258_kurikka_jurva_04.jpg;Anssi Leppänen;258_kurikka_jurva_05.jpg;;Seinäjoen Kamerakerho;Jurvan Sankarihaudat;ei_ole;189;1940;1952;Kuoleva sotilas;Sulo Mäkelä;62.683715;21.97384;Kauppatie 12, 66300 Kurikka
7;265;Lahti;265_lahti_01.jpg;Aki Lausala;265_lahti_02.jpg;Aki Lausala;265_lahti_03.jpg;Aki Lausala;265_lahti_04.jpg;Aki Lausala;265_lahti_05.jpg;Aki Lausala;Fotoklubi Lahti;Lahden sankarihautausmaa;Kauko Könönen;574;1940;1952;Vapauden Hengetär;Wäinö Aaltonen;60.985378;25.657352;Kirkkokatu 4, 15110 Lahti
7;266;Lahti / Nastola;266_lahti_nastola_01.jpg;Aki Lausala;266_lahti_nastola_02.jpg;Aki Lausala;266_lahti_nastola_03.jpg;Aki Lausala;266_lahti_nastola_04.jpg;Aki Lausala;266_lahti_nastola_05.jpg;Aki Lausala;Fotoklubi Lahti;Nastolan sankarihautausmaa;ei_ole;78;1940;1949;ei_ole;Sirkka Tarumaa;60.949326;25.93068;Kellotapulintie 3, 15560 Nastola
7;267;Lahti, Levo;267_lahti_levo_01.jpg;Aki Lausala;267_lahti_levo_02.jpg;Aki Lausala;267_lahti_levo_03.jpg;Aki Lausala;267_lahti_levo_04.jpg;Aki Lausala;267_lahti_levo_05.jpg;Aki Lausala;Fotoklubi Lahti;Levon hautausmaa;ei_ole;ei_ole;ei_ole;1985;ei_ole;Heikki Varja;60.964842;25.737367;Levonkatu 4, 15160 Lahti
20;272;Laitila;ei_ole;;ei_ole;;272_laitila_03.jpg;;ei_ole;;ei_ole;;Aboca;Laitilan hautausmaa;ei_ole;ei_ole;ei_ole;22.7.1951;Hyvästit vaimolle ja lapselle;Jussi Vikainen;60.878737;21.69362;Keskuskatu, 23800 Laitila
1;273;Lapinjärvi;273_lapinjarvi_01.jpg;Jussi Puuri;273_lapinjarvi_02.jpg;Leena Asikainen;273_lapinjarvi_03.jpg;Jussi Puuri;273_lapinjarvi_04.jpg;Leena Asikainen;ei_ole;ei_ole;Kouvolan kameraseura ry;Lapinjärven sankarihautausmaa Pyhä Huone;Leevi Aarnio (Arkkitehtitsto Simberg);136;ei_ole;ei_ole;ei_ole;ei_ole;60.61.93;26.19.69;Lapinjärventie 2, 07800 Lapinjärvi
6;274;Lapinlahti;274_lapinlahti_01.jpg;Jari Intonen;274_lapinlahti_02.jpg;Jari Intonen;274_lapinlahti_03.jpg;Jari Intonen;274_lapinlahti_04.jpg;Jari Intonen;274_lapinlahti_05.jpg;Jari Intonen;Iisalmen Kameraseura ry;Lapinlahden sankarihautausmaa;Arttu Halonen;275;1918;4/24/1905;Sotilas;Arttu Halonen;63.22.01;27.23.30;Haapalaisentie 1 , 73100 Lapinlahti
6;275;Lapinlahti / Varpaisjärvi;275_lapinlahti_varpaisjarvi_01.jpg;Jari Intonen;275_lapinlahti_varpaisjarvi_02.jpg;Jari Intonen;275_lapinlahti_varpaisjarvi_03.jpg;Jari Intonen;275_lapinlahti_varpaisjarvi_04.jpg;Jari Intonen;275_lapinlahti_varpaisjarvi_05.jpg;Jari Intonen;Iisalmen Kameraseura ry;Varpaisjärven kirkon sankarihaudat;Reino Puustinen;120;1939;1967;Lunastus;Reino puustinen;63.21.27;27.45.24;Kauppatie 14, 73200 Lapinlahti
2;277;Lappeenranta;277_lappeenranta_01.jpg;Jukka Kosonen;277_lappeenranta_02.jpg;Jukka Kosonen;277_lappeenranta_03.jpg;Jukka Kosonen;277_lappeenranta_04.jpg;Jukka Kosonen;277_lappeenranta_05.jpg;Jukka Kosonen;Saimaan kameraseura ry;Lappeenrannan Sankarihautausmaa;ei_ole;2069;1939;1951;Suru ja usko tulevaisuuteen;Väinö Aaltonen;"61° 03' 21.6""";"28° 11' 18.5""";Kauppakatu 45, 53100 LAPPEENRANTA
10;289;Leppävirta;289_leppavirta_01.jpg;Juhani Valtola;289_leppavirta_02.jpg;Juhani Valtola;289_leppavirta_03.jpg;Juhani Valtola;289_leppavirta_04.jpg;Johani Valtola;ei_ole;;Varkauden Kameraseura ry;Leppävirran kirkonkylän sankarihautausm;ei_ole;317;ei_ole;11/1/1967;ei_ole;Heikki Konttinen;62.29.21;27.47.35;Savonkatu 18, 79100 LEPPÄVIRTA
10;291;Leppävirta, Näädänmaa;291_leppavirta_naadanmaa_01.jpg;Juhani Valtola;291_leppavirta_naadanmaa_02.jpg;Juhani Valtola;291_leppavirta_naadanmaa_03.jpg;Juhani Valtola;291_leppavirta_naadanmaa_04.jpg;Johani Valtola;ei_ole;;Varkauden Kameraseura ry;Näädänmaan sankarihautausmaa;ei_ole;10;ei_ole;11/1/1967;ei_ole;Heikki Konttinen;62.49.92;28.21.95;Hietaniementie 113, 79330 NÄÄDÄNMAA
10;292;Leppävirta, Paukarlahti;292_leppavirta_paukarlahti_01.jpg;Juhani Valtola;292_leppavirta_paukarlahti_02.jpg;Juhani Valtola;292_leppavirta_paukarlahti_03.jpg;Juhani Valtola;292_leppavirta_paukarlahti_04.jpg;Johani Valtola;ei_ole;;Varkauden Kameraseura ry;Paukarlahden hautausmaa;ei_ole;18;ei_ole;11/1/1967;ei_ole;Heikki Konttinen;62.63.30;27.61.47;"Viitostie 3515, 71460 PAUKARLAHTI (Tienviitta vt. 5:ltä: ""Hautausmaa"")"
10;293;Leppävirta, Saahkarlahti;293_leppavirta_saahkarlahti_01.jpg;Juhani Valtola;293_leppavirta_saahkarlahti_02.jpg;Juhani Valtola;293_leppavirta_saahkarlahti_03.jpg;Juhani Valtola;293_leppavirta_saahkarlahti_04.jpg;Johani Valtola;ei_ole;;Varkauden Kameraseura ry;Saahkarlahden hautausmaa;ei_ole;24;ei_ole;11/1/1967;ei_ole;Heikki Konttinen;;;Kangasrannantie 23, 78200 VARKAUS
5;295;Lieksa;295_lieksa_01.jpg;Seppo Pölönen;295_lieksa_02.jpg;Osmo Väänänen;295_lieksa_03.jpg;Osmo Väänänen;295_lieksa_04.jpg;Seppo Pölönen;ei_ole;ei_ole;Nurmeksen kameraseura;Lieksan sankarihautausmaa;Ilmari Wirkkala;487;1940;9/5/1959;Siunaus;Heikki Varja;"63°18'44.7""";"30°01'45.8""";Kirkkokatu 1, 81700 Lieksa
5;297;Lieksa, Viekijärvi, kirkkotarha;297_lieksa_viekijarvi_01.jpg;Seppo Pölönen;297_lieksa_viekijarvi_02.jpg;Seppo Pölönen;297_lieksa_viekijarvi_03.jpg;Osmo Väänänen;297_lieksa_viekijarvi_04.jpg;Seppo Pölönen;ei_ole;ei_ole;Nurmeksen kameraseura;Viekijärven jatkosodan sankarihautausmaa;Ilmari Wirkkala;51;ei_ole;11/2/1952;ei_ole;Ilmari Wirkkala;"63°29'00.3""";"29°37'12.8""";Kannelkoskentie 10a, 81860 Viekijärvi
20;298;Lieto;298_lieto_01.jpg;Jouni Uusitupa;298_lieto_02.jpg;Marjo Pinnioja;298_lieto_03.jpg;Jouni Uusitupa;298_lieto_04.jpg;Jouni Uusitupa;ei_ole;;Kaarinan Kuvaajat ry;Liedon kirkon hautausmaa;ei_ole;77;ei_ole;1948;"""Isänmaan puolesta 1939-1944""";Yrjö Liipola;60.30.29,34;22.27.1,74;Kirkkotie 14  21420 Lieto
20;300;Lieto / Tarvasjoki, vanha hautausmaa;300_lieto_tarvasjoki_vanha_hautausmaa_01.jpg;Maija Tuominen;300_lieto_tarvasjoki_vanha_hautausmaa_02.jpg;Jouni Uusitupa;300_lieto_tarvasjoki_vanha_hautausmaa_03.jpg;Jouni Uusitupa;300_lieto_tarvasjoki_vanha_hautausmaa_04.jpg;Jouni Uusitupa;ei_ole;;Kaarinan Kuvaajat ry;Tarvasjoen hautausmaa;ei_ole;82;ei_ole;1948;"""Isänmaan vapauden puolesta 1939-1944""";Heikki Siren;60.35.8,96;22.44.20,84;Kyröntie 30  21450 Tarvasjoki
3;304;Lohja / Karjalohja;304_lohja_karjalohja_01.jpg;Pertti Vahtera;304_lohja_karjalohja_02.jpg;Matti Nieminen;304_lohja_karjalohja_03.jpg;Pertti Vahtera;304_lohja_karjalohja_04.jpg;Matti Nieminen;ei_ole;;Karkkilan kameraseura ry;Karjalohjan hautausmaa;ei_ole  (toimikunta);55;ei_ole;1948;Isänmaan puolesta;Toivo Anttila;60.14.32;23.43.13;Keskustie 30,  09120 Karjalohja
3;305;Lohja / Nummi-Pusula, Nummi;305_lohja_nummi_pusula_nummi_01.jpg;Matti Nieminen;305_lohja_nummi_pusula_nummi_02.jpg;Matti Nieminen;305_lohja_nummi_pusula_nummi_03.jpg;Matti Nieminen;305_lohja_nummi_pusula_nummi_04.jpg;Henna Mitrunen;ei_ole;;Karkkilan kameraseura ry;Nummen kirkkopuisto;ei_ole  (toimikunta);109;ei_ole;1951;Lumessa kahlaava haavoittunut sotilas;Emil Filen;60.23.42;23.52.47;Nummenkirkkotie 10,  09810 Nummi
3;306;Lohja / Nummi-Pusula, Pusula;306_lohja_nummi_pusula_pusula_01.jpg;Olli Pakalén;306_lohja_nummi_pusula_pusula_02.jpg;Olli Pakalén;306_lohja_nummi_pusula_pusula_03.jpg;Olli Pakalén;306_lohja_nummi_pusula_pusula_04.jpg;Olli Pakalén;ei_ole;ei_ole;Vihdin kameraseura ry;Pusulan hautausmaa;ei_ole;107;ei_ole;1947;ei_ole;Eila Hiltunen;"60°28'25""";"23°59'00""";Marttilantie 1, 03850 Lohja
3;307;Lohja / Sammatti, Kirkkomaa;307_lohja_sammatti_kirkkomaa_01.jpg;Pauli Karlsson;307_lohja_sammatti_kirkkomaa_02.jpg;Matti Nieminen;307_lohja_sammatti_kirkkomaa_03.jpg;Matti Nieminen;307_lohja_sammatti_kirkkomaa_04.jpg;Pauli Karlsson;ei_ole;;Karkkilan kameraseura ry;Sammatin hautausmaa;ei_ole  (toimikunta);42;1948;1950;Usko tulevaisuuteen;Lauri Leppänen;60.19.12;23.49.20;Lönrotintie 11,  09220 Lohja
25;311;Loimaa / Alastaro;311_loimaa_alastaro_01.jpg;Mika Rantala;311_loimaa_alastaro_02.jpg;Raija Tuominen;311_loimaa_alastaro_03.jpg;Mika Rantala;311_loimaa_alastaro_04.jpg;Raija Tuominen;311_loimaa_alastaro_05.jpg;Mika Rantala;Loimaan kameraseura;Alastaron hautausmaa;ei_ole;146;1700-luku/1940;1950;Vapauden jumalatar johtaa väsyneet sotilaat voittoon;Wäinö Aaltonen;60,57,20.1;22,51,39.5;Papinkuja 1, 32440 Alastaro
25;312;Loimaa / Alastaro, Virttaa;312_loimaa_alastaro_virttaa_01.jpg;Raija Tuominen;312_loimaa_alastaro_virttaa_02.jpg;Mika Rantala;312_loimaa_alastaro_virttaa_03.jpg;Mika Rantala;ei_ole;;312_loimaa_alastaro_virttaa_05.jpg;Raija Tuominen;Loimaan kameraseura;Virttaan hautausmaa;ei_ole;18;1827/1940;1951;Nukkuva sotilas;Ilmari Wirkkala;60,59,29.4;22,40,29.8;Virttaanraitti 121, 32560 Virttaa
25;313;Loimaa / Mellilä;313_loimaa_mellila_01.jpg;Raija Tuominen;313_loimaa_mellila_02.jpg;Raija Tuominen;313_loimaa_mellila_03.jpg;Raija Tuominen;313_loimaa_mellila_04.jpg;Raija Tuominen;313_loimaa_mellila_05.jpg;Maria Toivonen;Loimaan kameraseura;Mellilän hautausmaa;arkkitehti yo Olli Vahtera;71;1916/1940;1952;ei_ole;Jussi Vikainen;60,46,24.5;22,57,34.9;Kirkkotie 90, 32300 Mellilä
25;314;Loimaan kaupunkiseurakunnan sankarihautausmaa;314_loimaan_kaupunkiseurakunnan_sankarihautausmaa_01.jpg;Harry Willman;314_loimaan_kaupunkiseurakunnan_sankarihautausmaa_02.jpg;Teuvo Valve;314_loimaan_kaupunkiseurakunnan_sankarihautausmaa_03.jpg;Teuvo Valve;ei_ole;;314_loimaan_kaupunkiseurakunnan_sankarihautausmaa_05.jpg;Teuvo Valve;Loimaan kameraseura;Loimaan kaupungin hautausmaa;K. Jaatinen;81;1932/1940;1948;Sotaan lähtö;Yrjö Liipola;60,51,49.7;23,04,50.5;Tampereentie 174, 32200 Loimaa
25;315;Loimaan kunta, Kanta-Loimaan seurakunnan sankarihauta;315_loimaan_kunta_kanta_loimaan_seurakunnan_sankarihauta_01.jpg;Harry Willman;315_loimaan_kunta_kanta_loimaan_seurakunnan_sankarihauta_02.jpg;;315_loimaan_kunta_kanta_loimaan_seurakunnan_sankarihauta_03.jpg;Teuvo Valve;315_loimaan_kunta_kanta_loimaan_seurakunnan_sankarihauta_04.jpg;Teuvo Valve;ei_ole;;Loimaan kameraseura;Kanta-Loimaan hautausmaa;P.J. Gylich;287;1840/1940;12/6/1953;ei_ole;Aukusti Veuro;60,52,51.4;22,58,29.1;Kanta-Loimaantie 13, 32210 Loimaa
25;316;Loimaan kunta, Metsämaa;316_loimaan_kunta_metsamaa_01.jpg;Harry Willman;316_loimaan_kunta_metsamaa_02.jpg;;316_loimaan_kunta_metsamaa_03.jpg;Teuvo Valve;316_loimaan_kunta_metsamaa_04.jpg;Teuvo Valve;ei_ole;;Loimaan kameraseura;Metsämaan hautausmaa;taiteilija Ilmari Wirkkala;62;1779/1940;10/14/1951;Sureva äiti;Frans Pehrman;60,56,23.9;29,09,06.1;Metsämaantie 619, 32270 Metsämaa
1;318;Loviisa;318_loviisa_01.jpg;Jyri Järvelä;318_loviisa_02.jpg;Jyri Järvelä;318_loviisa_03.jpg;Ari Haimi;ei_ole;;ei_ole;;Loviisan kameraseura ry;Loviisan uusi hautausmaa;Bengt M. Schalin;95;1939;1951;Pro Patria 1939-1944;Hilding Ekelund;60.27.02;26.13.33;Läntinen Harjutie 21, 07900 LOVIISA
1;319;Loviisa / Liljendal;319_loviisa_liljendal_01.jpg;Ari Haimi;319_loviisa_liljendal_02.jpg;Ari Haimi;319_loviisa_liljendal_03.jpg;Ari Haimi;319_loviisa_liljendal_04.jpg;Jyri Järvelä;ei_ole;;Loviisan kameraseura ry;Sävträskin Hautausmaa;Erik Lindroos;51;1947;1939;Fallna för fäderneslandet, kvarblivna på slagfältet;;60.34.19; 26.02.49;Rumpilantie 15, 07880 Liljendal
1;320;Loviisa / Pernaja;320_loviisa_pernaja_01.jpg;Ari Haimi;320_loviisa_pernaja_02.jpg;Ari Haimi;320_loviisa_pernaja_03.jpg;Ari Haimi;ei_ole;;320_loviisa_pernaja_05.jpg;Ari Haimi;Loviisan kameraseura ry;Pernajan sankarihauta-alue Agricola puiston vieressä;Carl Frankenhauser ja Rafael Blomstedt;122;1940;ei_ole;ei_ole;Frankenhauser ja Blomstedt;60.26'22;26.02'35;Pernajantie 330, 07930 Pernaja
1;321;Loviisa / Ruotsinpyhtää;321_loviisa_ruotsinpyhtaa_01.jpg;Ari Haimi;321_loviisa_ruotsinpyhtaa_02.jpg;Jyri Järvelä;321_loviisa_ruotsinpyhtaa_03.jpg;Ari Haimi;ei_ole;;321_loviisa_ruotsinpyhtaa_05.jpg;Ari Haimi;Loviisan kameraseura ry;Sankarivainajien haudat kirkon luona;Ilmari Wirkkala;85;1955;ei_ole;Iso risti, v. 1939-1944;Ilmari Wirkkala;60.31.21;26.28.20;Ruukintie 11, 07970 RUOTSINPYHTÄÄ
1;322;Loviisa / Ruotsinpyhtää, Haavisto;322_loviisa_ruotsinpyhtaa_haavisto_01.jpg;Jyri Järvelä;322_loviisa_ruotsinpyhtaa_haavisto_02.jpg;Jyri Järvelä;322_loviisa_ruotsinpyhtaa_haavisto_03.jpg;Ari Haimi;322_loviisa_ruotsinpyhtaa_haavisto_04.jpg;Ari Haimi;322_loviisa_ruotsinpyhtaa_haavisto_05.jpg;Ari Haimi;Loviisan kameraseura ry;Haaviston hautausmaa;ei_ole;22;1955;ei_ole;ei_ole;ei_ole;60.36.42;26.34.51;Antinniementie 43 B, 49290 Vastila
21;330;Luvia;330_luvia_01.jpg;Kimmo Naskali;330_luvia_02.jpg;Mari Helkiö;330_luvia_03.jpg;Mari Helkiö;330_luvia_04.jpg;;330_luvia_05.jpg;Mari Helkiö;Porin kameraseura;Luvian hautausmaa;Josef Stenbäck;51;ei_ole;1954;ei_ole;Mikael Nordenswan;61.21.42.N;21.37,22E;Kirkkotie 14 14 29100 Luvia
3;335;Marttila;ei_ole;;ei_ole;;335_marttila_03;Olli Salomäenpää;ei_ole;;ei_ole;;Someron kamerakerho ry;Marttilan sankarihautausmaa;ei_ole;118;07/12/39;1946;lepäävä soturi;Aarre Altonen;60.34.59; 22.54.02;Kirkkotie 3, 21490 Marttila 
21;342;Merikarvia;342_merikarvia_01.jpg;Petri Hakosalo;342_merikarvia_02.jpg;Petri Hakosalo;342_merikarvia_03.jpg;Petri Hakosalo;342_merikarvia_04.jpg;Petri Hakosalo;342_merikarvia_05.jpg;Petri Hakosalo;Porin kameraseura;Merikarvian hautausmaa;Johan Nordstrand;216;1776;1956;Sureva äiti ja tytär;Kauko Räike;61.51.40.N;21.30.30E;Kauppatie 56 29900 Merikarvia
2;344;Mikkeli / Anttola;344_mikkeli_anttola_01.jpg;Sami Funke;344_mikkeli_anttola_02.jpg;Sami Funke;344_mikkeli_anttola_03.jpg;Sami Funke;344_mikkeli_anttola_04.jpg;Sami Funke;ei_ole;;Mikkelin kameraseura ry;Anttolan hautausmaa;ei_ole;113;ei_ole;1959;Pro Patria 1939-1944;Heikki Varja;61.35.01;27.38.36;Mikkelintie 14, 52100 Mikkeli
2;345;Mikkeli / Haukivuori;345_mikkeli_haukivuori_01.jpg;Sami Funke;345_mikkeli_haukivuori_02.jpg;Sami Funke;345_mikkeli_haukivuori_03.jpg;Sami Funke;345_mikkeli_haukivuori_04.jpg;Sami Funke;ei_ole;;Mikkelin kameraseura ry;Haukivuoren hautausmaa;ei_ole;111;ei_ole;8/18/1957;Sotilaan ylösnousemus;Oskari jauhiainen;;;Kirkontie 291, 51600 Mikkeli
2;346;Mikkeli / Mikkelin mlk;346_mikkeli_mikkelin_mlk_01.jpg;Olli Knuuttila;346_mikkeli_mikkelin_mlk_02.jpg;Olli Knuuttila;346_mikkeli_mikkelin_mlk_03.jpg;Olli Knuuttila;346_mikkeli_mikkelin_mlk_04.jpg;Olli Knuuttila;346_mikkeli_mikkelin_mlk_05.jpg;Olli Knuuttila;Mikkelin kameraseura ry;Entisen Maaseurakunnan sankarihautausmaa;ei_ole;274;ei_ole;1959;Velvollisuus;Kalervo Kallio;61.41.15;27.15.29;Otavankatu 9, 50100 Mikkeli
2;349;Mikkeli, Harju;349_mikkeli_harju_01.jpg;Jenni Kosonen;349_mikkeli_harju_02.jpg;Jenni Kosonen;349_mikkeli_harju_03.jpg;Jenni Kosonen;349_mikkeli_harju_04.jpg;Jenni Kosonen;ei_ole;;Mikkelin kameraseura ry;Harjun hautausmaa;ei_ole;233;ei_ole;1961;Rauhaan;Heikki Varja;61.41.28;27.14.43;Saattotie 7, 50100 Mikkeli
20;360;Mynämäki;360_mynamaki_01.jpg;;360_mynamaki_02.jpg;;360_mynamaki_03.jpg;;360_mynamaki_04.jpg;;ei_ole;;Aboca;ei_ole;ei_ole;134;ei_ole;11.7.1948;ei_ole;Aarre Aaltonen;60.679551;21.989123;Kirkkokatu 3, 23100 Mynämäki
20;361;Mynämäki / Mietoinen;361_mynamaki_mietoinen_01.jpg;;361_mynamaki_mietoinen_02.jpg;;361_mynamaki_mietoinen_03.jpg;;361_mynamaki_mietoinen_04.jpg;;361_mynamaki_mietoinen_05.jpg;;Aboca;ei_ole;ei_ole;54;ei_ole;6.12.1949;ei_ole;Jussi Vikainen;60.628348;21.922265;Kirkkotie 104, 23120 Mynämäki
20;362;Mynämäki, Karjala;362_mynamaki_karjala_01.jpg;;362_mynamaki_karjala_02.jpg;;362_mynamaki_karjala_03.jpg;;362_mynamaki_karjala_04.jpg;;ei_ole;;Aboca;ei_ole;ei_ole;54;ei_ole;14.8.1949;ei_ole;Jussi Vikainen;60.78553;22.07494;Karjalankyläntie 58, 23100 Mynämäki
1;363;Myrskylä;363_myrskyla_01.jpg;Antti Seppälä;363_myrskyla_02.jpg;Antti Seppälä;363_myrskyla_03.jpg;Antti Seppälä;363_myrskyla_04.jpg;Antti Seppälä;ei_ole;;Loviisan kameraseura ry;Myrskylän vanha hautausmaa;Matti Kymäläinen;98;1950;1950;Pro Patria;Sulo Mäkelä;60.40.00;25.51.05;Keskustie 3, Myrskylä
2;368;Mäntyharju;368_mantyharju_01.jpg;Jukka Kytömäki ;368_mantyharju_02.jpg;Jukka Kytömäki ;368_mantyharju_03.jpg;Jukka Kytömäki ;368_mantyharju_04.jpg;Jukka Kytömäki ;368_mantyharju_05.jpg;Jukka Kytömäki ;Mäntyharjun kameraseura ry;;;319;;1949;;Frans Pehrman ;"61°24'38.0""";"26°49'37.0""";Mäntyharjuntie 22,  52700 Mäntyharju
20;369;Naantali;369_naantali_01.jpg;Mirjo Kanervavuori;369_naantali_02.jpg;Toni Hongisto;369_naantali_03.jpg;Toni Hongisto;369_naantali_04.jpg;Toni Hongisto;ei_ole;;Kaarinan Kuvaajat ry;Naantalin kirkon hautausmaa;ei_ole;64;ei_ole;1950;Sotilasta siunaava birgittalaisnunna;Jussi Vikainen;60.28.15,5 ;22.00.58,4 ;Nunnakatu 2, 21100 Naantali
20;370;Naantali / Merimasku;370_naantali_merimasku_01.jpg;Marjo Pinnioja;370_naantali_merimasku_02.jpg;Mirjo Kanervavuori;370_naantali_merimasku_03.jpg;Marjo Pinnioja;370_naantali_merimasku_04.jpg;Marjo Pinnioja;ei_ole;;Kaarinan Kuvaajat ry;Merimaskun hautausmaa;ei_ole;15;ei_ole;6.7.1952;;Vilho Aalto;60.28.54,7 ;21.52.12,4 ;Killaistentie 21160 Merimasku
20;371;Naantali / Rymättylä;371_naantali_rymattyla_01.jpg;Marjo Pinnioja;371_naantali_rymattyla_02.jpg;Marjo Pinnioja;371_naantali_rymattyla_03.jpg;Marjo Pinnioja;371_naantali_rymattyla_04.jpg;Marjo Pinnioja;ei_ole;;Kaarinan Kuvaajat ry;Rymättylän hautausmaa;ei_ole;39;ei_ole;1949;"""Synnyinmaa, Sinun edestä olemme taistelleet. Vapaus, sinun puolesta olemme kaatuneet""";Jussi Vikainen;60.22.36,1 ;21.56.31,5 ;Taipaleentie 2 21140 Rymättylä
20;372;Naantali / Velkua;372_naantali_velkua_01.jpg;Mirjo Kanervavuori;372_naantali_velkua_02.jpg;Marjo Pinnioja;372_naantali_velkua_03.jpg;Mirjo Kanervavuori;372_naantali_velkua_04.jpg;Marjo Pinnioja;372_naantali_velkua_05.jpg;Mirjo Kanervavuori;Kaarinan Kuvaajat ry;Velkuan hautausmaa;ei_ole;10;ei_ole;1941 ja 1946;"1941 teksti ""1939-1940 Sen suurempaa rakkautta ei_ole kenelläkään kuin että hän antaa henkensä ystäviensä edestä""";Ilmari Wirkkala;60.27.16,65;21.40.09,1 ;Kirkkotie 21, 21195 Velkua 
20;373;Naantali, Meriristi;373_naantali_meriristi_01.jpg;Mirjo Kanervavuori;373_naantali_meriristi_02.jpg;Marjo Pinnioja;373_naantali_meriristi_03.jpg;Toni Hongisto;373_naantali_meriristi_04.jpg;Mirjo Kanervavuori;373_naantali_meriristi_05.jpg;Toni Hongisto;Kaarinan Kuvaajat ry;ei varsinainen hautausmaa;ei_ole;356;ei_ole;puuristi 1943, kivipaasi 1996;Laivaston sankarivainajien muistomerkki;ei_ole;60.27.42,1 ;22.01.31,0 ;Kopenkatu 20 21100 Naantali
20;379;Nousiainen;379_nousiainen_01.jpg;;379_nousiainen_02.jpg;;379_nousiainen_03.jpg;;379_nousiainen_04.jpg;;ei_ole;;Aboca;ei_ole;Jussi Vikainen;86;1940;1951;ei_ole;Jussi Vikainen;60.61587;22.12795;Kirkkotie 212, 21270 Nousiainen
5;380;Nurmes, Höljäkkä;380_nurmes_holjakka_01.jpg;Osmo Väänänen;380_nurmes_holjakka_02.jpg;Hannu Iivonen;380_nurmes_holjakka_03.jpg;Hannu Iivonen;380_nurmes_holjakka_04.jpg;Seppo Pölönen;ei_ole;ei_ole;Nurmeksen kameraseura;Höljäkän sankarihautausmaa;Ilmari Wirkkala;7;1943;1947;ei_ole;Ilmari Wirkkala;"63°27'34.4""";"29°25'33.3""";Mäntyläntie 9, 75500 Nurmes
